pca_x,pca_y,cluster,segment_label,company,order_value
-1.3546,1.6142,2,Price-Sensitive,Swiggy Instamart,1245.17025
1.343,-0.4138,0,Loyal Customers,Swiggy Instamart,488.0945
-1.1458,1.1041,2,Price-Sensitive,Blinkit,937.7208000000002
1.0958,-1.0215,0,Loyal Customers,Blinkit,187.488
-1.7295,-1.7217,1,At-Risk,Zepto,302.379
1.8961,1.996,3,Price-Sensitive,Blinkit,966.9924
-0.3078,-0.8344,1,At-Risk,Blinkit,559.1376
-0.8424,1.0209,2,Price-Sensitive,Zepto,783.06675
0.5774,-1.3833,0,Loyal Customers,Blinkit,50.0
0.5932,-0.671,0,Loyal Customers,Blinkit,471.42
0.9843,-0.8513,0,Loyal Customers,Zepto,318.129
0.8203,-0.7195,0,Loyal Customers,Zepto,382.074
-1.5666,-1.3347,1,At-Risk,Zepto,475.2845
0.7178,-0.8812,0,Loyal Customers,Swiggy Instamart,403.3535
-0.0987,1.3801,3,Price-Sensitive,Zepto,845.8312500000001
-1.2935,-1.2816,1,At-Risk,Blinkit,462.58400000000006
0.562,0.1193,3,Price-Sensitive,Blinkit,50.0
-2.1456,0.5525,2,Price-Sensitive,Zepto,771.057
1.1336,-0.7252,0,Loyal Customers,Swiggy Instamart,347.645
-0.4931,-0.0086,2,Price-Sensitive,Blinkit,190.7874
-1.8704,1.5429,2,Price-Sensitive,Zepto,1237.8870000000002
-0.2799,1.1351,2,Price-Sensitive,Blinkit,818.7318
0.1708,-0.3577,1,At-Risk,Blinkit,717.3488000000001
-0.0189,-1.3193,1,At-Risk,Zepto,233.5935
1.3958,0.2228,0,Loyal Customers,Swiggy Instamart,830.9979999999999
1.5661,1.2849,3,Price-Sensitive,Swiggy Instamart,614.10375
-1.0299,0.4873,2,Price-Sensitive,Blinkit,542.1282000000001
0.9505,0.8869,3,Price-Sensitive,Blinkit,466.2642000000001
-1.2315,0.7074,2,Price-Sensitive,Swiggy Instamart,757.16625
1.3401,1.2007,3,Price-Sensitive,Blinkit,552.825
0.8498,-0.0523,0,Loyal Customers,Blinkit,776.4984000000001
-0.7034,2.2644,2,Price-Sensitive,Swiggy Instamart,1458.1079999999995
1.1691,0.3038,3,Price-Sensitive,Blinkit,50.0
0.8084,-0.727,0,Loyal Customers,Blinkit,416.286
0.9433,-0.2045,0,Loyal Customers,Blinkit,676.4132
0.9859,0.4292,3,Price-Sensitive,Swiggy Instamart,207.8745
0.1805,-1.1138,1,At-Risk,Blinkit,328.1148
0.1576,-0.2866,0,Loyal Customers,Blinkit,819.416
-1.8714,-0.1558,1,At-Risk,Swiggy Instamart,1206.7095
-0.4409,1.3945,2,Price-Sensitive,Zepto,895.08825
-1.1529,-0.4421,1,At-Risk,Blinkit,928.218
0.5566,-0.8414,0,Loyal Customers,Swiggy Instamart,411.755
-0.6659,-1.7406,1,At-Risk,Blinkit,95.5476
-2.3218,2.0147,2,Price-Sensitive,Zepto,1552.698
-0.2586,-0.6164,1,At-Risk,Blinkit,654.3072000000001
-2.0467,-1.3959,1,At-Risk,Blinkit,561.0352
1.2695,0.2002,3,Price-Sensitive,Blinkit,50.0
0.2705,-1.0254,1,At-Risk,Swiggy Instamart,325.785
-0.6649,2.0541,2,Price-Sensitive,Blinkit,1336.0788000000002
2.217,0.3171,0,Loyal Customers,Blinkit,796.0668000000001
0.6164,2.911,3,Price-Sensitive,Blinkit,1602.2790000000002
2.5776,-0.3332,0,Loyal Customers,Blinkit,336.7968
-0.4193,-1.4056,1,At-Risk,Swiggy Instamart,198.917
0.0942,2.2807,3,Price-Sensitive,Swiggy Instamart,1331.7344999999998
-1.2378,-1.4376,1,At-Risk,Blinkit,355.0176000000001
0.4219,0.2634,0,Loyal Customers,Zepto,967.707
-0.6647,-0.8559,1,At-Risk,Zepto,554.637
-1.1606,1.8375,2,Price-Sensitive,Blinkit,1364.0562
-0.4244,0.8725,2,Price-Sensitive,Blinkit,644.4036
-0.9351,-0.6677,1,At-Risk,Swiggy Instamart,730.0775
0.6579,-1.4318,0,Loyal Customers,Zepto,50.0
0.0901,-1.4953,1,At-Risk,Swiggy Instamart,50.0
0.2218,1.1853,3,Price-Sensitive,Swiggy Instamart,691.1902499999999
2.1596,-0.0909,0,Loyal Customers,Blinkit,510.81840000000005
0.3245,1.7666,3,Price-Sensitive,Swiggy Instamart,1058.7495
0.0213,1.3803,3,Price-Sensitive,Swiggy Instamart,805.0102499999998
1.5655,-0.9769,0,Loyal Customers,Zepto,142.08800000000002
-0.8773,0.0325,1,At-Risk,Blinkit,1132.1748
-0.4852,0.0518,1,At-Risk,Swiggy Instamart,1018.279
0.4542,-1.0342,1,At-Risk,Blinkit,272.5812
0.9349,1.4673,3,Price-Sensitive,Zepto,703.00125
-1.7288,1.2054,2,Price-Sensitive,Swiggy Instamart,1080.8204999999998
-0.5306,-1.465,1,At-Risk,Zepto,192.7485
0.2978,-1.4369,1,At-Risk,Blinkit,70.382
1.95,0.6017,3,Price-Sensitive,Swiggy Instamart,142.79549999999998
0.0508,1.2514,3,Price-Sensitive,Swiggy Instamart,798.2954999999998
1.4226,-0.5222,0,Loyal Customers,Blinkit,371.8764
0.7685,-0.8096,0,Loyal Customers,Zepto,414.5525
1.3108,0.0173,0,Loyal Customers,Swiggy Instamart,740.3124999999999
0.1531,-1.2699,1,At-Risk,Zepto,175.404
-1.7368,-0.826,1,At-Risk,Zepto,771.779
-0.2346,-0.175,2,Price-Sensitive,Swiggy Instamart,50.0
-0.9792,-1.1829,1,At-Risk,Blinkit,457.706
0.1906,1.98,3,Price-Sensitive,Blinkit,1166.445
-0.9293,-1.0616,1,At-Risk,Swiggy Instamart,509.2659999999999
1.5684,0.3228,3,Price-Sensitive,Blinkit,50.0
1.4316,2.8985,3,Price-Sensitive,Swiggy Instamart,1449.7244999999998
-1.5694,-1.1129,1,At-Risk,Zepto,552.573
-0.4238,-0.3366,2,Price-Sensitive,Blinkit,50.0
0.857,-0.6887,0,Loyal Customers,Blinkit,428.6196000000001
-0.2429,0.1069,2,Price-Sensitive,Zepto,143.199
0.2093,1.6816,3,Price-Sensitive,Swiggy Instamart,985.32
-1.4985,0.8947,2,Price-Sensitive,Swiggy Instamart,921.90375
1.1028,1.6895,3,Price-Sensitive,Blinkit,844.0200000000001
0.1416,0.2016,3,Price-Sensitive,Swiggy Instamart,240.396
0.5971,-0.592,0,Loyal Customers,Blinkit,547.3676
-0.1652,-1.6886,1,At-Risk,Swiggy Instamart,50.0
-0.5693,1.0752,2,Price-Sensitive,Swiggy Instamart,767.694
-0.1202,-1.0093,1,At-Risk,Swiggy Instamart,406.906
-1.3095,0.8542,2,Price-Sensitive,Zepto,831.0674999999999
1.0445,3.0634,3,Price-Sensitive,Blinkit,1593.9792000000002
0.0104,-0.0398,3,Price-Sensitive,Swiggy Instamart,80.89725
-0.6774,1.4888,2,Price-Sensitive,Blinkit,1014.7374
1.6538,-0.1749,0,Loyal Customers,Blinkit,523.3484000000001
-0.2079,0.7586,2,Price-Sensitive,Swiggy Instamart,565.6679999999999
-2.1268,2.0277,2,Price-Sensitive,Zepto,1582.61025
0.8642,0.1946,0,Loyal Customers,Zepto,891.1034999999999
-0.8355,-1.0538,1,At-Risk,Zepto,549.0360000000001
-1.4095,0.9667,2,Price-Sensitive,Swiggy Instamart,916.0095
-0.5908,-0.7574,1,At-Risk,Blinkit,634.1976000000001
0.874,-0.1748,0,Loyal Customers,Blinkit,724.0968
-2.1116,0.2527,2,Price-Sensitive,Zepto,589.34925
-1.0626,0.6789,1,At-Risk,Blinkit,1528.5132
0.0715,1.8167,3,Price-Sensitive,Swiggy Instamart,1097.217
0.5128,-0.7005,0,Loyal Customers,Swiggy Instamart,437.299
-0.6352,-1.2427,1,At-Risk,Swiggy Instamart,350.0575
0.2579,1.3794,3,Price-Sensitive,Swiggy Instamart,816.4732499999999
3.2618,0.2285,0,Loyal Customers,Blinkit,638.6136
-2.1033,0.7272,2,Price-Sensitive,Blinkit,821.0436
1.4823,1.1619,3,Price-Sensitive,Swiggy Instamart,492.40725
1.06,0.7675,3,Price-Sensitive,Blinkit,404.0118
-0.9877,-0.3449,1,At-Risk,Zepto,911.2005
2.2956,-0.5905,0,Loyal Customers,Swiggy Instamart,230.667
-1.2671,0.6485,2,Price-Sensitive,Swiggy Instamart,736.3679999999999
-0.4601,-1.4638,1,At-Risk,Blinkit,241.11
1.9369,0.4987,0,Loyal Customers,Blinkit,870.0588
1.6257,-0.0053,0,Loyal Customers,Swiggy Instamart,665.4499999999999
0.129,-0.1801,3,Price-Sensitive,Zepto,50.0
-0.7867,-1.3848,1,At-Risk,Zepto,312.64300000000003
-0.5977,-1.6076,1,At-Risk,Blinkit,205.1676
-0.4995,-0.5332,1,At-Risk,Zepto,760.515
-1.7163,-1.0727,1,At-Risk,Zepto,643.4945
0.6795,-0.9124,0,Loyal Customers,Blinkit,336.96000000000004
-0.3889,-1.7052,1,At-Risk,Blinkit,50.0
-0.4988,1.6235,3,Price-Sensitive,Zepto,995.78625
0.6263,0.1768,3,Price-Sensitive,Zepto,50.0
0.1036,-0.6272,1,At-Risk,Blinkit,692.6352000000002
-1.9424,-0.0376,2,Price-Sensitive,Blinkit,437.013
-1.6906,-2.0884,1,At-Risk,Zepto,50.0
-0.844,-0.2705,1,At-Risk,Zepto,922.2885
1.3829,-1.2137,0,Loyal Customers,Zepto,50.0
1.9295,-0.5176,0,Loyal Customers,Swiggy Instamart,325.864
0.3632,-1.4644,1,At-Risk,Zepto,50.0
-0.5355,-1.6074,1,At-Risk,Zepto,246.82800000000003
1.419,1.2562,3,Price-Sensitive,Blinkit,512.2601999999999
-0.9591,0.1062,1,At-Risk,Blinkit,1184.7384000000002
-1.2443,-0.5257,1,At-Risk,Swiggy Instamart,906.3955
-0.3401,2.0569,2,Price-Sensitive,Swiggy Instamart,1367.601
-1.0972,-0.6977,1,At-Risk,Zepto,694.0035
-0.9527,0.4418,2,Price-Sensitive,Zepto,491.9355
-0.172,-0.9855,1,At-Risk,Blinkit,498.9912000000001
-0.1998,-1.1149,1,At-Risk,Swiggy Instamart,382.981
0.0132,1.7351,3,Price-Sensitive,Swiggy Instamart,1155.549
-0.398,-0.0908,2,Price-Sensitive,Zepto,93.7785
-0.0932,-0.7733,1,At-Risk,Swiggy Instamart,436.6235
1.9718,0.2147,0,Loyal Customers,Blinkit,728.2092
-0.0402,1.218,3,Price-Sensitive,Blinkit,744.0822000000001
-1.0316,-0.967,1,At-Risk,Zepto,530.9430000000001
2.2257,-0.108,0,Loyal Customers,Swiggy Instamart,567.516
-2.1465,0.0504,1,At-Risk,Swiggy Instamart,1362.063
0.3353,0.1103,0,Loyal Customers,Swiggy Instamart,922.216
-0.0841,0.0874,3,Price-Sensitive,Zepto,204.53625
-1.4142,-1.3087,1,At-Risk,Zepto,432.726
2.1415,-0.3985,0,Loyal Customers,Blinkit,321.492
-0.2642,-1.0221,1,At-Risk,Zepto,384.631
-0.5665,-1.2306,1,At-Risk,Zepto,351.9095
-0.7751,1.2922,2,Price-Sensitive,Zepto,962.0415000000002
0.4336,1.8772,3,Price-Sensitive,Blinkit,1113.186
1.8338,-0.2113,0,Loyal Customers,Blinkit,474.6816
-0.859,-1.4579,1,At-Risk,Zepto,224.9205
-0.7193,-1.5439,1,At-Risk,Zepto,224.616
1.2776,-0.5797,0,Loyal Customers,Zepto,385.65600000000006
1.3985,0.4837,3,Price-Sensitive,Swiggy Instamart,207.46575
0.2467,-0.579,0,Loyal Customers,Blinkit,564.366
-1.9938,-1.626,1,At-Risk,Zepto,393.876
2.345,1.3129,3,Price-Sensitive,Swiggy Instamart,503.0309999999999
-0.6167,-0.7989,1,At-Risk,Blinkit,636.4656000000001
-0.5046,2.3691,2,Price-Sensitive,Swiggy Instamart,1521.3292499999998
0.4126,1.8111,3,Price-Sensitive,Swiggy Instamart,1091.0969999999998
-0.6678,-1.4699,1,At-Risk,Blinkit,301.2416
-1.7338,0.7952,2,Price-Sensitive,Blinkit,898.4196000000001
1.7252,-1.0125,0,Loyal Customers,Swiggy Instamart,167.01849999999996
0.9808,-1.0125,0,Loyal Customers,Zepto,201.79100000000005
-0.0352,-1.297,1,At-Risk,Zepto,201.71750000000003
-0.7114,1.8579,2,Price-Sensitive,Blinkit,1330.6482
1.4039,0.0963,0,Loyal Customers,Swiggy Instamart,775.43
-1.1268,-1.5118,1,At-Risk,Zepto,313.8575
-1.0406,1.0943,2,Price-Sensitive,Zepto,880.2360000000001
0.0184,1.6551,2,Price-Sensitive,Blinkit,1092.2184000000002
-0.2749,-0.0232,1,At-Risk,Swiggy Instamart,942.405
1.8469,0.0464,0,Loyal Customers,Blinkit,639.9432
-0.7193,-0.8587,1,At-Risk,Blinkit,581.8468
-0.2693,-0.3525,1,At-Risk,Blinkit,758.6136
-0.4495,-0.4863,1,At-Risk,Swiggy Instamart,733.24
0.8977,-0.999,0,Loyal Customers,Blinkit,325.7808
1.4796,-0.2554,0,Loyal Customers,Swiggy Instamart,579.728
-0.412,0.5065,2,Price-Sensitive,Swiggy Instamart,527.373
-0.0594,0.2207,3,Price-Sensitive,Zepto,227.57175
1.9498,-0.4897,0,Loyal Customers,Blinkit,326.2116
1.4254,0.476,0,Loyal Customers,Swiggy Instamart,1008.6229999999998
-1.1755,2.9622,2,Price-Sensitive,Swiggy Instamart,1918.062
-0.2441,1.032,2,Price-Sensitive,Blinkit,693.36
-1.0639,1.9755,2,Price-Sensitive,Swiggy Instamart,1458.384
1.1405,0.1664,0,Loyal Customers,Blinkit,837.7884
-1.196,-1.438,1,At-Risk,Zepto,337.3875
1.1002,0.2511,0,Loyal Customers,Swiggy Instamart,911.475
1.2079,0.8647,3,Price-Sensitive,Zepto,412.275
-1.2705,1.0805,2,Price-Sensitive,Zepto,908.2867500000002
0.3547,-0.5646,0,Loyal Customers,Zepto,595.3080000000001
0.1092,1.694,3,Price-Sensitive,Swiggy Instamart,1038.105
-1.1766,0.4563,1,At-Risk,Zepto,1387.3285
-0.8393,-0.8379,1,At-Risk,Swiggy Instamart,625.5425
0.8589,-0.9889,0,Loyal Customers,Zepto,187.521
0.9777,0.7985,0,Loyal Customers,Swiggy Instamart,1195.7444999999998
-1.0279,1.0563,2,Price-Sensitive,Zepto,865.6477500000001
0.0308,1.5982,3,Price-Sensitive,Blinkit,1002.0834000000002
0.9276,-1.2832,0,Loyal Customers,Swiggy Instamart,129.199
0.0386,-0.6353,1,At-Risk,Blinkit,569.8296
-2.352,1.6165,2,Price-Sensitive,Blinkit,1434.9474
-1.2451,1.3096,2,Price-Sensitive,Zepto,1038.831
-1.5578,2.7181,2,Price-Sensitive,Zepto,1846.14825
-0.3928,-1.2939,1,At-Risk,Zepto,353.487
-0.6863,1.1506,2,Price-Sensitive,Zepto,869.3332499999999
-2.328,0.3556,2,Price-Sensitive,Zepto,711.648
0.1946,1.7126,3,Price-Sensitive,Zepto,993.17925
0.4873,-0.6651,0,Loyal Customers,Blinkit,489.5100000000001
0.079,-1.5367,1,At-Risk,Zepto,50.0
-0.604,-0.8707,1,At-Risk,Zepto,563.058
0.9344,0.5796,3,Price-Sensitive,Zepto,311.9355
0.7292,2.4,3,Price-Sensitive,Blinkit,1305.8784
-1.0706,-0.9807,1,At-Risk,Swiggy Instamart,553.2764999999999
1.0065,-0.4496,0,Loyal Customers,Swiggy Instamart,535.0835
-1.3382,1.0135,2,Price-Sensitive,Swiggy Instamart,827.7802499999999
-0.4948,-1.1158,1,At-Risk,Swiggy Instamart,450.363
-0.3015,2.093,3,Price-Sensitive,Zepto,1300.83975
0.9987,-0.0675,0,Loyal Customers,Blinkit,752.0384
0.0334,0.8601,3,Price-Sensitive,Zepto,606.6450000000001
0.629,-1.393,0,Loyal Customers,Blinkit,50.0
0.0292,2.3812,3,Price-Sensitive,Swiggy Instamart,1474.254
1.3483,0.892,3,Price-Sensitive,Blinkit,394.6602
-1.0601,-1.2828,1,At-Risk,Zepto,380.1605
1.1679,-0.7663,0,Loyal Customers,Blinkit,303.8016
-0.3408,1.7302,2,Price-Sensitive,Swiggy Instamart,1087.647
1.4399,0.8382,0,Loyal Customers,Blinkit,1176.5964
-1.9456,-0.1365,1,At-Risk,Blinkit,1228.178
0.5711,-1.1327,0,Loyal Customers,Blinkit,235.9584
-1.671,-1.2065,1,At-Risk,Zepto,568.283
-0.4214,-0.8438,1,At-Risk,Blinkit,555.942
1.6145,-0.2002,0,Loyal Customers,Swiggy Instamart,618.3665
1.3476,1.5343,3,Price-Sensitive,Swiggy Instamart,787.2555
1.4093,1.8439,3,Price-Sensitive,Swiggy Instamart,878.9414999999999
0.1857,-1.3852,1,At-Risk,Blinkit,240.4932000000001
-0.8231,-1.7833,1,At-Risk,Zepto,86.45700000000001
1.5653,2.3153,3,Price-Sensitive,Blinkit,1120.6998
3.205,-0.0697,0,Loyal Customers,Blinkit,462.9084
1.2394,0.1511,0,Loyal Customers,Blinkit,847.638
-1.6136,1.2056,2,Price-Sensitive,Swiggy Instamart,1065.6225
0.7572,-1.1382,0,Loyal Customers,Swiggy Instamart,206.227
-0.256,-0.0164,1,At-Risk,Blinkit,1002.3168
-1.1459,1.6151,2,Price-Sensitive,Blinkit,1216.6974
-0.3267,-0.2489,2,Price-Sensitive,Blinkit,50.0
0.3113,1.133,3,Price-Sensitive,Swiggy Instamart,680.8229999999999
-0.9731,0.3679,2,Price-Sensitive,Blinkit,507.1734
-1.3661,-1.626,1,At-Risk,Zepto,292.61150000000004
-2.2931,1.1266,2,Price-Sensitive,Blinkit,1161.6696000000002
-0.5201,-0.8496,1,At-Risk,Swiggy Instamart,621.2415
-0.5057,-1.6763,1,At-Risk,Zepto,50.0
0.3466,0.0466,0,Loyal Customers,Blinkit,936.3404
-0.9888,-0.8405,1,At-Risk,Blinkit,638.5304
-1.7759,0.0874,2,Price-Sensitive,Zepto,400.365
-0.3475,-1.6738,1,At-Risk,Blinkit,50.0
1.8819,0.1821,0,Loyal Customers,Blinkit,727.0668000000001
-0.7296,-1.597,1,At-Risk,Blinkit,236.8088
-0.4835,0.0498,2,Price-Sensitive,Zepto,159.24825
-0.6659,-1.8142,1,At-Risk,Swiggy Instamart,94.6885
-0.1189,-0.5791,1,At-Risk,Swiggy Instamart,677.396
0.3053,-0.3702,0,Loyal Customers,Blinkit,698.8032000000001
0.3252,-0.6566,0,Loyal Customers,Swiggy Instamart,584.802
-1.305,0.4629,2,Price-Sensitive,Zepto,548.5409999999999
-0.5258,-0.3119,1,At-Risk,Blinkit,844.8276000000001
-0.8653,-1.1363,1,At-Risk,Zepto,426.80550000000005
0.5754,1.2582,3,Price-Sensitive,Zepto,698.922
0.6998,2.2447,3,Price-Sensitive,Swiggy Instamart,1217.319
1.4095,-0.8667,0,Loyal Customers,Swiggy Instamart,243.965
1.4525,-0.7368,0,Loyal Customers,Swiggy Instamart,327.9075
-0.5573,-0.0516,2,Price-Sensitive,Blinkit,148.341
-1.7458,0.7474,2,Price-Sensitive,Zepto,774.28575
0.9191,-1.2641,0,Loyal Customers,Zepto,75.705
-0.3306,-0.672,1,At-Risk,Blinkit,570.8556000000001
0.4773,-1.3644,1,At-Risk,Blinkit,129.6192
-1.6018,0.6026,2,Price-Sensitive,Swiggy Instamart,788.394
2.1616,-0.9749,0,Loyal Customers,Blinkit,64.53920000000001
0.8872,-0.4885,0,Loyal Customers,Blinkit,506.3688
-0.3169,-1.3503,1,At-Risk,Blinkit,230.2236
-1.1954,0.8897,2,Price-Sensitive,Blinkit,811.8335999999999
0.5606,-0.3937,0,Loyal Customers,Blinkit,632.2536
-0.3608,-0.315,1,At-Risk,Swiggy Instamart,815.0829999999999
-1.6747,1.2941,2,Price-Sensitive,Zepto,1096.4835
1.456,0.9577,3,Price-Sensitive,Swiggy Instamart,474.19125
-1.2306,-0.7769,1,At-Risk,Swiggy Instamart,801.6089999999999
1.9314,-0.7803,0,Loyal Customers,Blinkit,212.8464
1.1568,-0.6033,0,Loyal Customers,Swiggy Instamart,405.6205
0.5348,0.4799,3,Price-Sensitive,Zepto,244.755
0.9079,-0.5034,0,Loyal Customers,Zepto,538.7175000000001
-1.0475,-1.3077,1,At-Risk,Blinkit,452.7452
-1.5281,-2.0098,1,At-Risk,Zepto,62.897
0.2916,-0.0918,3,Price-Sensitive,Blinkit,50.0
-1.2129,2.2578,2,Price-Sensitive,Swiggy Instamart,1577.47425
-0.2537,-1.0016,1,At-Risk,Swiggy Instamart,424.3885
1.2188,0.7345,3,Price-Sensitive,Blinkit,294.64320000000004
-0.6445,-1.743,1,At-Risk,Zepto,50.0
-1.9277,1.0304,2,Price-Sensitive,Blinkit,968.0148
-0.8518,-1.174,1,At-Risk,Blinkit,472.7064
1.4198,-0.0559,0,Loyal Customers,Zepto,641.663
-1.6873,-1.9305,1,At-Risk,Zepto,199.542
0.4508,-1.0879,0,Loyal Customers,Zepto,271.469
-1.8839,-1.5743,1,At-Risk,Zepto,394.632
-0.6715,-0.6187,1,At-Risk,Blinkit,755.2952000000001
-0.4464,-0.19,1,At-Risk,Zepto,878.7255
-1.3785,0.7417,2,Price-Sensitive,Blinkit,734.5242000000001
0.8649,1.935,3,Price-Sensitive,Swiggy Instamart,997.7744999999998
0.8504,-0.9763,0,Loyal Customers,Swiggy Instamart,246.863
-0.0259,-0.5499,0,Loyal Customers,Zepto,655.6850000000001
-2.2051,0.6258,2,Price-Sensitive,Zepto,836.9985
-0.51,-1.5669,1,At-Risk,Zepto,183.73100000000005
0.8066,0.3018,3,Price-Sensitive,Swiggy Instamart,200.673
-0.9065,-1.7266,1,At-Risk,Zepto,155.96699999999998
-0.9737,1.6205,2,Price-Sensitive,Blinkit,1156.7124
0.7176,-1.1454,0,Loyal Customers,Zepto,156.7185
-1.7296,-0.892,1,At-Risk,Blinkit,771.0788000000001
-2.0493,-1.6257,1,At-Risk,Zepto,406.2345
1.8931,0.4616,3,Price-Sensitive,Swiggy Instamart,50.0
-0.5626,-0.0507,2,Price-Sensitive,Swiggy Instamart,174.45149999999998
1.6518,0.5009,3,Price-Sensitive,Blinkit,96.9408
0.679,-0.5001,0,Loyal Customers,Blinkit,547.7976000000001
-0.8601,-1.1508,1,At-Risk,Zepto,411.4215
1.1829,-0.2895,0,Loyal Customers,Blinkit,582.1928
-1.3988,0.6145,2,Price-Sensitive,Swiggy Instamart,682.73775
1.0342,-1.0671,0,Loyal Customers,Blinkit,166.9032
1.1131,1.8013,3,Price-Sensitive,Swiggy Instamart,1015.2179999999998
1.0785,-0.2226,0,Loyal Customers,Blinkit,657.3528
-0.5304,-0.0033,1,At-Risk,Zepto,1068.1905
3.1495,0.0155,0,Loyal Customers,Swiggy Instamart,506.313
2.2694,0.9403,3,Price-Sensitive,Swiggy Instamart,306.5039999999999
-0.0767,0.6483,0,Loyal Customers,Blinkit,1289.8668
-1.0298,-0.844,1,At-Risk,Blinkit,666.6924
-0.1961,-0.8472,1,At-Risk,Swiggy Instamart,481.0335
-0.0544,0.5617,2,Price-Sensitive,Zepto,458.6782500000001
-1.4917,1.23,2,Price-Sensitive,Swiggy Instamart,1122.954
0.8585,2.1621,3,Price-Sensitive,Swiggy Instamart,1206.88275
0.4031,-0.0285,3,Price-Sensitive,Swiggy Instamart,50.0
0.5477,-1.0454,0,Loyal Customers,Blinkit,330.5016
-1.0393,-1.1209,1,At-Risk,Zepto,452.5185000000001
-1.4348,1.0902,2,Price-Sensitive,Blinkit,975.6612
0.3191,1.9277,3,Price-Sensitive,Blinkit,1155.9348
-1.0184,-1.8446,1,At-Risk,Zepto,135.62
-0.4639,-0.6958,1,At-Risk,Zepto,657.2685
-1.7761,-1.0721,1,At-Risk,Swiggy Instamart,611.8375
0.4603,-1.5635,0,Loyal Customers,Zepto,53.932500000000005
-0.1331,-0.9599,1,At-Risk,Zepto,411.768
-1.7772,2.8085,2,Price-Sensitive,Swiggy Instamart,1946.322
1.1582,1.0387,0,Loyal Customers,Blinkit,1321.7592000000002
-1.9409,1.6353,2,Price-Sensitive,Blinkit,1354.2744
-1.3415,1.9312,2,Price-Sensitive,Blinkit,1458.7614000000003
1.5072,-0.0647,0,Loyal Customers,Blinkit,694.332
0.0749,-1.355,1,At-Risk,Swiggy Instamart,179.7565
0.0803,1.3422,3,Price-Sensitive,Blinkit,879.1092000000001
0.3391,1.8891,3,Price-Sensitive,Blinkit,1081.3626
0.2535,0.4326,3,Price-Sensitive,Swiggy Instamart,320.5395
0.0709,0.5276,3,Price-Sensitive,Blinkit,424.533
-1.4173,0.8691,2,Price-Sensitive,Swiggy Instamart,782.1495
1.3584,-1.1297,0,Loyal Customers,Zepto,50.0
0.4899,0.8261,3,Price-Sensitive,Blinkit,481.8384
-0.8081,-0.6364,1,At-Risk,Blinkit,740.0268000000001
1.0663,0.0981,0,Loyal Customers,Swiggy Instamart,811.0719999999999
0.0411,-1.58,1,At-Risk,Swiggy Instamart,50.0
0.1275,-0.2018,0,Loyal Customers,Zepto,745.6340000000001
1.243,-1.1095,0,Loyal Customers,Zepto,50.0
1.2826,0.5814,3,Price-Sensitive,Blinkit,184.5144
0.5314,1.0707,3,Price-Sensitive,Zepto,654.76575
1.6777,-0.7032,0,Loyal Customers,Blinkit,263.42
-0.1293,-0.553,1,At-Risk,Zepto,589.1025
1.753,0.411,0,Loyal Customers,Blinkit,863.5808000000001
1.7606,-0.5648,0,Loyal Customers,Blinkit,334.8516
1.1494,-0.456,0,Loyal Customers,Blinkit,487.89
0.6652,-0.728,0,Loyal Customers,Blinkit,436.34280000000007
1.0887,-0.7375,0,Loyal Customers,Swiggy Instamart,373.681
0.1916,-1.4278,1,At-Risk,Blinkit,118.54080000000002
-1.2856,0.206,2,Price-Sensitive,Swiggy Instamart,440.841
1.5645,-0.1127,0,Loyal Customers,Swiggy Instamart,664.1904999999999
1.4973,-0.2464,0,Loyal Customers,Swiggy Instamart,572.4699999999999
-1.3555,0.4681,2,Price-Sensitive,Blinkit,641.5164000000001
0.8658,-0.2699,0,Loyal Customers,Blinkit,603.8604
-1.5389,2.4241,2,Price-Sensitive,Swiggy Instamart,1716.9097499999998
1.3898,1.6827,3,Price-Sensitive,Swiggy Instamart,795.60075
0.7327,-0.1027,0,Loyal Customers,Zepto,724.4580000000001
-0.7767,1.9265,2,Price-Sensitive,Zepto,1347.20775
0.7187,-0.3181,0,Loyal Customers,Swiggy Instamart,657.6479999999999
-0.1354,-1.4648,1,At-Risk,Blinkit,122.99960000000002
0.7632,0.3548,3,Price-Sensitive,Blinkit,166.3758
1.0962,-0.6244,0,Loyal Customers,Swiggy Instamart,392.7445
-1.0906,2.0669,2,Price-Sensitive,Blinkit,1431.7236
0.3169,-1.4377,1,At-Risk,Swiggy Instamart,146.1075
-0.3528,-0.5941,1,At-Risk,Zepto,723.5235000000001
-0.6237,1.6309,2,Price-Sensitive,Zepto,1008.213
-1.5146,-0.4984,1,At-Risk,Blinkit,925.4196
0.3751,-0.5884,0,Loyal Customers,Zepto,562.3485000000001
0.3946,-0.8648,0,Loyal Customers,Swiggy Instamart,436.678
-0.7503,0.2788,2,Price-Sensitive,Zepto,404.19225
-0.7142,1.173,2,Price-Sensitive,Blinkit,951.2622
0.7597,0.2385,3,Price-Sensitive,Blinkit,50.0
-2.082,1.6948,2,Price-Sensitive,Blinkit,1370.9688
0.3744,-0.5282,0,Loyal Customers,Swiggy Instamart,575.451
1.0735,2.8239,3,Price-Sensitive,Blinkit,1462.8114
1.1991,1.8558,3,Price-Sensitive,Swiggy Instamart,988.7009999999998
0.8709,-0.6363,0,Loyal Customers,Zepto,392.40600000000006
-1.0276,-1.6384,1,At-Risk,Zepto,171.25250000000003
-0.3623,1.5329,3,Price-Sensitive,Swiggy Instamart,1031.5155
0.5622,1.466,3,Price-Sensitive,Blinkit,809.6898000000001
